"Effect Name","Effect Size","Lower 95% CI","Upper 95% CI","Effective Sample Size","pMCMC"
" "," "," "," "," "," "
"sentinel_ndvi ~ drone_ndvi"," "," "," "," "," "
" "," "," "," "," "," "
"Effect Name","Effect Size","Lower 95% CI","Upper 95% CI","Effective Sample Size","pMCMC"
"(Intercept)","0.1727","0.1486","0.1978","4700","2e-04"
"drone_ndvi","0.8473","0.8052","0.8875","4902","2e-04"
" "," "," "," "," "," "
"units","0.00177","0.00159","0.00197","4700"," "
