plot,veg_type,date,observer,species,plant,stage,flower_stalk,longest_leaf,new_growth,corner,soil_moisture,active_layer,notes
PS2,HER,02/07/2017,Gergana and Isla,SALPUL,5,P2 - Date first leaf bud burst,NA,23,12,NA,NA,NA,NA
PS2,HER,02/07/2017,Gergana and Isla,SALPUL,6,P2 - Date first leaf bud burst,NA,25,3,NA,NA,NA,NA
PS2,HER,02/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,NE,23.9,23.7,NA
PS2,HER,02/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,NW,39.9,24.5,NA
PS2,HER,02/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,SW,22.9,17.4,NA
PS2,HER,02/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,SE,43.3,21.2,NA
PS2,HER,07/07/2017,Gergana,ARCLAT,1,NA,123,67,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,ARCLAT,2,NA,280,69,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,ARCLAT,3,NA,NA,103,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,ARCLAT,4,NA,NA,61,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,ARCLAT,5,NA,149,78,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,ARCLAT,6,NA,156,66,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,DRYINT,1,NA,NA,12,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,DRYINT,2,NA,NA,13,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,DRYINT,3,NA,NA,9,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,DRYINT,4,NA,NA,15,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,DRYINT,5,NA,NA,10,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,DRYINT,6,NA,NA,10,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,ERIVAG,1,NA,NA,76,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,ERIVAG,2,NA,NA,114,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,ERIVAG,3,NA,NA,103,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,ERIVAG,4,NA,NA,134,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,ERIVAG,5,NA,NA,83,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,ERIVAG,6,NA,NA,116,NA,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,SALPUL,1,NA,NA,37,36,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,SALPUL,2,NA,NA,31,12,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,SALPUL,3,NA,NA,30,4,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,SALPUL,4,NA,NA,33,11,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,SALPUL,5,NA,NA,28,11,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,SALPUL,6,NA,NA,27,9,NA,NA,NA,NA
PS2,HER,07/07/2017,Gergana,NA,NA,NA,NA,NA,NA,NE,39,28,NA
PS2,HER,07/07/2017,Gergana,NA,NA,NA,NA,NA,NA,NW,43.3,30.5,NA
PS2,HER,07/07/2017,Gergana,NA,NA,NA,NA,NA,NA,SW,32.5,25.5,NA
PS2,HER,07/07/2017,Gergana,NA,NA,NA,NA,NA,NA,SE,40.8,20.2,NA
PS2,HER,09/07/2017,Gergana,ARCLAT,1,P3 - Date first appearance of flower buds,155,65,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,ARCLAT,2,P3 - Date first appearance of flower buds,322,6,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,ARCLAT,3,P2 - Date green stem/leaves growing,NA,102,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,ARCLAT,4,P2 - Date green stem/leaves growing,NA,74,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,ARCLAT,5,P3 - Date first appearance of flower buds,210,78,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,ARCLAT,6,P3 - Date first appearance of flower buds,191,65,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,DRYINT,1,P3 - Date first open flower,NA,12,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,DRYINT,2,P3 - Date first open flower,NA,13,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,DRYINT,3,P4 - Date last petal shed,NA,12,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,DRYINT,4,P4 - Date last petal shed,NA,16,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,DRYINT,5,P4 - Date last petal shed,NA,19,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,DRYINT,6,P3 - Date first open flower,NA,10,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,ERIVAG,1,P6 - Date first seeds dispersed,NA,111,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,ERIVAG,2,P6 - Date first seeds dispersed,NA,122,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,ERIVAG,3,P6 - Date first seeds dispersed,NA,100,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,ERIVAG,4,P6 - Date first seeds dispersed,NA,152,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,ERIVAG,5,P6 - Date first seeds dispersed,NA,90,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,ERIVAG,6,P6 - Date first seeds dispersed,NA,122,NA,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,SALPUL,1,P2 - Date first leaf bud burst,NA,39,46,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,SALPUL,2,P2 - Date first leaf bud burst,NA,34,43,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,SALPUL,3,P2 - Date first leaf bud burst,NA,31,9,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,SALPUL,4,P2 - Date first leaf bud burst,NA,31,20,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,SALPUL,5,P2 - Date first leaf bud burst,NA,27,12,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,SALPUL,6,P2 - Date first leaf bud burst,NA,28,7,NA,NA,NA,NA
PS2,HER,09/07/2017,Gergana,NA,NA,NA,NA,NA,NA,NE,35.5,30.4,NA
PS2,HER,09/07/2017,Gergana,NA,NA,NA,NA,NA,NA,NW,36.9,31.6,NA
PS2,HER,09/07/2017,Gergana,NA,NA,NA,NA,NA,NA,SW,17.5,31,NA
PS2,HER,09/07/2017,Gergana,NA,NA,NA,NA,NA,NA,SE,37.9,18.6,NA
PS2,HER,14/07/2017,Gergana and isla,ARCLAT,1,P3 - Date first appearance of flower buds,231,66,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,ARCLAT,2,P3 - Date first appearance of flower buds,396,68,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,ARCLAT,3,P2 - Date green stem/leaves growing,NA,97,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,ARCLAT,4,P2 - Date green stem/leaves growing,NA,72,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,ARCLAT,5,P3 - Date first appearance of flower buds,264,79,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,ARCLAT,6,P4 - Date first pollen visible (yellow anthers),251,68,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,DRYINT,1,P3 - Date first open flower,NA,11,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,DRYINT,2,P3 - Date first open flower,NA,13,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,DRYINT,3,P4 - Date last petal shed,NA,10,NA,NA,NA,NA,Leaves yellowing 
PS2,HER,14/07/2017,Gergana and isla,DRYINT,4,P4 - Date last petal shed,NA,14,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,DRYINT,5,P5 - Date first twisting of filaments on seed heads,NA,18,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,DRYINT,6,P3 - Date first open flower,NA,8,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,ERIVAG,1,P6 - Date first seeds dispersed,NA,85,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,ERIVAG,2,P6 - Date first seeds dispersed,NA,129,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,ERIVAG,3,P6 - Date first seeds dispersed,NA,114,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,ERIVAG,4,P6 - Date first seeds dispersed,NA,151,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,ERIVAG,5,P6 - Date first seeds dispersed,NA,81,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,ERIVAG,6,P6 - Date first seeds dispersed,NA,109,NA,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,SALPUL,1,P2 - Date first leaf bud burst,NA,41,59,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,SALPUL,2,P2 - Date first leaf bud burst,NA,29,12,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,SALPUL,3,P2 - Date first leaf bud burst,NA,29,9,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,SALPUL,4,P2 - Date first leaf bud burst,NA,32,5,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,SALPUL,5,P2 - Date first leaf bud burst,NA,25,9,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,SALPUL,6,P2 - Date first leaf bud burst,NA,27,10,NA,NA,NA,NA
PS2,HER,14/07/2017,Gergana and isla,NA,NA,NA,NA,NA,NA,NE,37.9,36.4,NA
PS2,HER,14/07/2017,Gergana and isla,NA,NA,NA,NA,NA,NA,NW,35.8,41,NA
PS2,HER,14/07/2017,Gergana and isla,NA,NA,NA,NA,NA,NA,SW,23.9,33,NA
PS2,HER,14/07/2017,Gergana and isla,NA,NA,NA,NA,NA,NA,SE,41.7,22.5,NA
PS2,HER,17/07/2017,Gergana,ARCLAT,1,P3 - Date first appearance of flower buds,256,68,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,ARCLAT,2,P4 - Date first pollen visible (yellow anthers),431,67,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,ARCLAT,3,P2 - Date green stem/leaves growing,NA,102,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,ARCLAT,4,P2 - Date green stem/leaves growing,NA,64,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,ARCLAT,5,P3 - Date first appearance of flower buds,305,78,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,ARCLAT,6,P4 - Date first pollen visible (yellow anthers),295,64,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,DRYINT,1,P4 - Date last petal shed,NA,14,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,DRYINT,2,P4 - Date last petal shed,NA,13,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,DRYINT,3,P4 - Date last petal shed,NA,10,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,DRYINT,4,P4 - Date last petal shed,NA,16,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,DRYINT,5,P5 - Date first twisting of filaments on seed heads,NA,19,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,DRYINT,6,P4 - Date last petal shed,NA,11,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,ERIVAG,1,P6 - Date first seeds dispersed,NA,95,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,ERIVAG,2,P6 - Date first seeds dispersed,NA,129,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,ERIVAG,3,P6 - Date first seeds dispersed,NA,145,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,ERIVAG,4,P6 - Date first seeds dispersed,NA,165,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,ERIVAG,5,P6 - Date first seeds dispersed,NA,100,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,ERIVAG,6,P6 - Date first seeds dispersed,NA,141,NA,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,SALPUL,1,P2 - Date first leaf bud burst,NA,44,64,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,SALPUL,2,P2 - Date first leaf bud burst,NA,31,13,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,SALPUL,3,P2 - Date first leaf bud burst,NA,30,10,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,SALPUL,4,P2 - Date first leaf bud burst,NA,32,9,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,SALPUL,5,P2 - Date first leaf bud burst,NA,27,14,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,SALPUL,6,P2 - Date first leaf bud burst,NA,25,12,NA,NA,NA,NA
PS2,HER,17/07/2017,Gergana,NA,NA,NA,NA,NA,NA,NE,40,39.6,NA
PS2,HER,17/07/2017,Gergana,NA,NA,NA,NA,NA,NA,NW,43.1,42.9,NA
PS2,HER,17/07/2017,Gergana,NA,NA,NA,NA,NA,NA,SW,24.5,38,NA
PS2,HER,17/07/2017,Gergana,NA,NA,NA,NA,NA,NA,SE,40.9,25.2,NA
PS2,HER,26/07/2017,Gergana and Isla,ARCLAT,1,P5 - Date seeds developed,282,64,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,ARCLAT,2,P6 - Date first seeds dispersed,454,69,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,ARCLAT,3,P2 - Date green stem/leaves growing,NA,101,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,ARCLAT,4,P2 - Date green stem/leaves growing,NA,59,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,ARCLAT,5,P6 - Date first seeds dispersed,332,78,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,ARCLAT,6,P5 - Date seeds developed,324,66,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,DRYINT,1,P4 - Date last petal shed,NA,15,NA,NA,NA,NA,Flower aborted?
PS2,HER,26/07/2017,Gergana and Isla,DRYINT,2,P4 - Date last petal shed,NA,14,NA,NA,NA,NA,Flower aborted?
PS2,HER,26/07/2017,Gergana and Isla,DRYINT,3,P4 - Date last petal shed,NA,10,NA,NA,NA,NA,Flower aborted?
PS2,HER,26/07/2017,Gergana and Isla,DRYINT,4,P4 - Date last petal shed,NA,15,NA,NA,NA,NA,Flower aborted?
PS2,HER,26/07/2017,Gergana and Isla,DRYINT,5,P5 - Date first twisting of filaments on seed heads,NA,17,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,DRYINT,6,P4 - Date last petal shed,NA,10,NA,NA,NA,NA,Flower aborted?
PS2,HER,26/07/2017,Gergana and Isla,ERIVAG,1,P6 - Date first seeds dispersed,NA,113,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,ERIVAG,2,P6 - Date first seeds dispersed,NA,133,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,ERIVAG,3,P6 - Date first seeds dispersed,NA,128,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,ERIVAG,4,P6 - Date first seeds dispersed,NA,156,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,ERIVAG,5,P6 - Date first seeds dispersed,NA,107,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,ERIVAG,6,P6 - Date first seeds dispersed,NA,147,NA,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,SALPUL,1,P2 - Date first leaf bud burst,NA,33,63,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,SALPUL,2,P2 - Date first leaf bud burst,NA,27,10,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,SALPUL,3,P2 - Date first leaf bud burst,NA,30,7,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,SALPUL,4,P2 - Date first leaf bud burst,NA,31,14,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,SALPUL,5,P2 - Date first leaf bud burst,NA,22,12,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,SALPUL,6,P2 - Date first leaf bud burst,NA,28,8,NA,NA,NA,NA
PS2,HER,26/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,NE,43.2,47.9,NA
PS2,HER,26/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,NW,48.8,45.8,NA
PS2,HER,26/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,SW,34.6,45.9,NA
PS2,HER,26/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,SE,42.3,34.6,NA
PS2,HER,09/08/2017,Gergana,ARCLAT,1,P7 - Date seeds all dispersed,278,65,NA,NA,NA,NA,Leaves yellowing
PS2,HER,09/08/2017,Gergana,ARCLAT,2,P7 - Date seeds all dispersed,440,70,NA,NA,NA,NA,Leaves yellowing
PS2,HER,09/08/2017,Gergana,ARCLAT,3,P2 - Date green stem/leaves growing,NA,105,NA,NA,NA,NA,Leaves yellowing
PS2,HER,09/08/2017,Gergana,ARCLAT,4,P2 - Date green stem/leaves growing,NA,69,NA,NA,NA,NA,Leaves yellowing 
PS2,HER,09/08/2017,Gergana,ARCLAT,5,P7 - Date seeds all dispersed,350,77,NA,NA,NA,NA,Leaves yellowing
PS2,HER,09/08/2017,Gergana,ARCLAT,6,P7 - Date seeds all dispersed,320,67,NA,NA,NA,NA,Leaves yellowing
PS2,HER,09/08/2017,Gergana,DRYINT,1,P4 - Date last petal shed,NA,16,NA,NA,NA,NA,Flower aborted 
PS2,HER,09/08/2017,Gergana,DRYINT,2,P4 - Date last petal shed,NA,15,NA,NA,NA,NA,Flower aborted
PS2,HER,09/08/2017,Gergana,DRYINT,3,P4 - Date last petal shed,NA,11,NA,NA,NA,NA,"Flower aborted, leaves yellowing"
PS2,HER,09/08/2017,Gergana,DRYINT,4,P4 - Date last petal shed,NA,19,NA,NA,NA,NA,Flower aborted
PS2,HER,09/08/2017,Gergana,DRYINT,5,P6 - Date seeds start dispersing,NA,20,NA,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,DRYINT,6,P4 - Date last petal shed,NA,18,NA,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,ERIVAG,1,P7 - Date seeds all dispersed,NA,128,NA,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,ERIVAG,2,P7 - Date seeds all dispersed,NA,154,NA,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,ERIVAG,3,P7 - Date seeds all dispersed,NA,152,NA,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,ERIVAG,4,P7 - Date seeds all dispersed,NA,212,NA,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,ERIVAG,5,P7 - Date seeds all dispersed,NA,168,NA,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,ERIVAG,6,P7 - Date seeds all dispersed,NA,173,NA,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,SALPUL,1,P5 - Date first yellowing of leaves,NA,35,64,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,SALPUL,2,P5 - Date first yellowing of leaves,NA,30,12,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,SALPUL,3,P5 - Date first yellowing of leaves,NA,30,10,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,SALPUL,4,P5 - Date first yellowing of leaves,NA,32,12,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,SALPUL,5,P5 - Date first yellowing of leaves,NA,28,15,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,SALPUL,6,P5 - Date first yellowing of leaves,NA,31,10,NA,NA,NA,NA
PS2,HER,09/08/2017,Gergana,NA,NA,NA,NA,NA,NA,NE,43.3,52.8,NA
PS2,HER,09/08/2017,Gergana,NA,NA,NA,NA,NA,NA,NW,48.9,49.5,NA
PS2,HER,09/08/2017,Gergana,NA,NA,NA,NA,NA,NA,SW,24.7,49.2,NA
PS2,HER,09/08/2017,Gergana,NA,NA,NA,NA,NA,NA,SE,44.2,46.6,NA
PS2,KOM,25/06/2017,Gergana and Jeff,ARCLAT,1,P2 - Date green stem/leaves growing,NA,63,NA,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,ARCLAT,2,P2 - Date green stem/leaves growing,NA,84,NA,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,ARCLAT,3,P2 - Date green stem/leaves growing,NA,63,NA,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,ARCLAT,4,P2 - Date green stem/leaves growing,NA,56,NA,NA,NA,NA,Bear dig
PS2,KOM,25/06/2017,Gergana and Jeff,ARCLAT,5,P2 - Date green stem/leaves growing,NA,76,NA,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,ARCLAT,6,P2 - Date green stem/leaves growing,NA,72,NA,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,DRYINT,1,P3 - Date first open flower,NA,13,NA,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,DRYINT,2,P3 - Date first open flower,NA,9,NA,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,DRYINT,3,P1 - Date snow free,NA,12,NA,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,DRYINT,4,P3 - Date first open flower,NA,8,NA,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,DRYINT,5,P3 - Date first open flower,NA,7,NA,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,DRYINT,6,P2 - Date first appearance of petals in flower buds,NA,11,NA,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,SALARC,1,P3 - Date first pollen visible on males,NA,20,23,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,SALARC,2,P2 - Date first leaf bud burst,NA,33,22,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,SALARC,3,P2 - Date first leaf bud burst,NA,21,14,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,SALARC,4,P2 - Date first leaf bud burst,NA,16,20,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,SALARC,5,P3 - Date first pollen visible on males,NA,32,17,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,SALARC,6,P2 - Date first leaf bud burst,NA,33,8,NA,NA,NA,NA
PS2,KOM,25/06/2017,Gergana and Jeff,NA,NA,NA,NA,NA,NA,NE,43.9,13,NA
PS2,KOM,25/06/2017,Gergana and Jeff,NA,NA,NA,NA,NA,NA,NW,36.3,32,NA
PS2,KOM,25/06/2017,Gergana and Jeff,NA,NA,NA,NA,NA,NA,SW,45.6,34,NA
PS2,KOM,25/06/2017,Gergana and Jeff,NA,NA,NA,NA,NA,NA,SE,37.6,12,NA
PS2,KOM,26/07/2017,Gergana and Will,ARCLAT,1,P2 - Date green stem/leaves growing,NA,61,NA,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,ARCLAT,2,P2 - Date green stem/leaves growing,NA,82,NA,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,ARCLAT,3,P2 - Date green stem/leaves growing,NA,63,NA,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,ARCLAT,4,P2 - Date green stem/leaves growing,NA,90,NA,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,ARCLAT,5,P2 - Date green stem/leaves growing,NA,78,NA,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,ARCLAT,6,P2 - Date green stem/leaves growing,NA,70,NA,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,DRYINT,1,P3 - Date first open flower,NA,12,NA,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,DRYINT,2,P3 - Date first open flower,NA,11,NA,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,DRYINT,3,P1 - Date snow free,NA,12,NA,NA,NA,NA,Bud aborted
PS2,KOM,26/07/2017,Gergana and Will,DRYINT,4,P3 - Date first open flower,NA,8,NA,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,DRYINT,5,P3 - Date first open flower,NA,8,NA,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,DRYINT,6,P2 - Date first appearance of petals in flower buds,NA,16,NA,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,SALARC,1,P3 - Date first pollen visible on males,NA,25,27,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,SALARC,2,P2 - Date first leaf bud burst,NA,31,21,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,SALARC,3,P2 - Date first leaf bud burst,NA,28,15,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,SALARC,4,P2 - Date first leaf bud burst,NA,18,12,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,SALARC,5,P3 - Date first pollen visible on males,NA,33,11,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,SALARC,6,P2 - Date first leaf bud burst,NA,19,5,NA,NA,NA,NA
PS2,KOM,26/07/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,NE,23.4,9.8,NA
PS2,KOM,26/07/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,NW,24.8,27,NA
PS2,KOM,26/07/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,SW,40.3,37.9,NA
PS2,KOM,26/07/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,SE,25.3,32.3,NA
PS2,KOM,02/07/2017,Gergana and Will,ARCLAT,1,P2 - Date green stem/leaves growing,NA,62,NA,NA,NA,NA,Bear dig 
PS2,KOM,02/07/2017,Gergana and Will,ARCLAT,2,P2 - Date green stem/leaves growing,NA,82,NA,NA,NA,NA,NA
PS2,KOM,02/07/2017,Gergana and Will,ARCLAT,3,P3 - Date first appearance of flower buds,103,64,NA,NA,NA,NA,NA
PS2,KOM,02/07/2017,Gergana and Will,ARCLAT,4,P2 - Date green stem/leaves growing,NA,90,NA,NA,NA,NA,NA
PS2,KOM,02/07/2017,Gergana and Will,ARCLAT,5,P2 - Date green stem/leaves growing,NA,80,NA,NA,NA,NA,NA
PS2,KOM,02/07/2017,Gergana and Will,ARCLAT,6,P3 - Date first appearance of flower buds,69,69,NA,NA,NA,NA,NA
PS2,KOM,02/07/2017,Gergana and Will,DRYINT,1,P3 - Date first open flower,NA,12,NA,NA,NA,NA,NA
PS2,KOM,02/07/2017,Gergana and Will,DRYINT,2,P4 - Date last petal shed,NA,9,NA,NA,NA,NA,NA
PS2,KOM,02/07/2017,Gergana and Will,DRYINT,3,P1 - Date snow free,NA,13,NA,NA,NA,NA,Aborted bud
