plot,veg_type,date,observer,species,plant,stage,flower_stalk,longest_leaf,new_growth,corner,soil_moisture,active_layer,notes
PS1,HER,14/07/2017,Gergana and Isla,ARCLAT,1,P2 - Date green stem/leaves growing,NA,132,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,ARCLAT,2,P3 - Date first appearance of flower buds,311,59,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,ARCLAT,3,P2 - Date green stem/leaves growing,NA,110,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,ARCLAT,4,P2 - Date green stem/leaves growing,NA,91,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,ARCLAT,5,P2 - Date green stem/leaves growing,NA,119,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,ARCLAT,6,P2 - Date green stem/leaves growing,NA,138,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,DRYINT,1,P5 - Date first twisting of filaments on seed heads,NA,11,NA,NA,NA,NA,A few brown leaves
PS1,HER,14/07/2017,Gergana and Isla,DRYINT,2,P5 - Date first twisting of filaments on seed heads,NA,13,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,DRYINT,3,P5 - Date first twisting of filaments on seed heads,NA,18,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,DRYINT,4,P5 - Date first twisting of filaments on seed heads,NA,8,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,DRYINT,5,P1 - Date snow free,NA,15,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,DRYINT,6,P3 - Date first open flower,NA,14,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,ERIVAG,1,P6 - Date first seeds dispersed,NA,152,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,ERIVAG,2,P6 - Date first seeds dispersed,NA,117,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,ERIVAG,3,P5 - Date flowers fluffy,NA,155,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,ERIVAG,4,P5 - Date flowers fluffy,NA,128,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,ERIVAG,5,P6 - Date first seeds dispersed,NA,132,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,ERIVAG,6,P6 - Date first seeds dispersed,NA,127,NA,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,SALPUL,1,P2 - Date first leaf bud burst,NA,32,16,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,SALPUL,2,P2 - Date first leaf bud burst,NA,32,25,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,SALPUL,3,P2 - Date first leaf bud burst,NA,41,21,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,SALPUL,4,P2 - Date first leaf bud burst,NA,35,25,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,SALPUL,5,P2 - Date first leaf bud burst,NA,23,13,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,SALPUL,6,P2 - Date first leaf bud burst,NA,56,109,NA,NA,NA,NA
PS1,HER,14/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,NE,44.6,47.5,NA
PS1,HER,14/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,NW,33.8,39.5,NA
PS1,HER,14/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,SW,38.7,31.7,NA
PS1,HER,14/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,SE,21,36.1,NA
PS1,HER,17/07/2017,Gergana,ARCLAT,1,P2 - Date green stem/leaves growing,NA,133,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,ARCLAT,2,P3 - Date first appearance of flower buds,136,60,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,ARCLAT,3,P2 - Date green stem/leaves growing,NA,114,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,ARCLAT,4,P2 - Date green stem/leaves growing,NA,88,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,ARCLAT,5,P2 - Date green stem/leaves growing,NA,139,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,ARCLAT,6,P2 - Date green stem/leaves growing,NA,138,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,DRYINT,1,P5 - Date first twisting of filaments on seed heads,NA,14,NA,NA,NA,NA,A few brown leaves
PS1,HER,17/07/2017,Gergana,DRYINT,2,P5 - Date first twisting of filaments on seed heads,NA,12,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,DRYINT,3,P5 - Date first twisting of filaments on seed heads,NA,20,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,DRYINT,4,P5 - Date first twisting of filaments on seed heads,NA,8,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,DRYINT,5,P1 - Date snow free,NA,16,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,DRYINT,6,P5 - Date first twisting of filaments on seed heads,NA,14,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,ERIVAG,1,P6 - Date first seeds dispersed,NA,141,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,ERIVAG,2,P6 - Date first seeds dispersed,NA,123,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,ERIVAG,3,P6 - Date first seeds dispersed,NA,124,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,ERIVAG,4,P5 - Date flowers fluffy,NA,155,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,ERIVAG,5,P6 - Date first seeds dispersed,NA,118,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,ERIVAG,6,P6 - Date first seeds dispersed,NA,133,NA,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,SALPUL,1,P2 - Date first leaf bud burst,NA,34,18,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,SALPUL,2,P2 - Date first leaf bud burst,NA,33,25,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,SALPUL,3,P2 - Date first leaf bud burst,NA,32,17,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,SALPUL,4,P2 - Date first leaf bud burst,NA,37,28,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,SALPUL,5,P2 - Date first leaf bud burst,NA,28,13,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,SALPUL,6,P2 - Date first leaf bud burst,NA,56,111,NA,NA,NA,NA
PS1,HER,17/07/2017,Gergana,NA,NA,NA,NA,NA,NA,NE,43.4,49,NA
PS1,HER,17/07/2017,Gergana,NA,NA,NA,NA,NA,NA,NW,31.9,38.2,NA
PS1,HER,17/07/2017,Gergana,NA,NA,NA,NA,NA,NA,SW,36.9,36.4,NA
PS1,HER,17/07/2017,Gergana,NA,NA,NA,NA,NA,NA,SE,19.2,40.2,NA
PS1,HER,26/07/2017,Gergana and Isla,ARCLAT,1,P2 - Date green stem/leaves growing,NA,130,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,ARCLAT,2,P6 - Date first seeds dispersed,403,53,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,ARCLAT,3,P2 - Date green stem/leaves growing,NA,109,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,ARCLAT,4,P2 - Date green stem/leaves growing,NA,91,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,ARCLAT,5,P2 - Date green stem/leaves growing,NA,116,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,ARCLAT,6,P2 - Date green stem/leaves growing,NA,136,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,DRYINT,1,P5 - Date first twisting of filaments on seed heads,NA,12,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,DRYINT,2,P5 - Date first twisting of filaments on seed heads,NA,12,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,DRYINT,3,P5 - Date first twisting of filaments on seed heads,NA,5,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,DRYINT,4,P5 - Date first twisting of filaments on seed heads,NA,9,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,DRYINT,5,P1 - Date snow free,NA,16,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,DRYINT,6,P5 - Date first twisting of filaments on seed heads,NA,13,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,ERIVAG,1,P6 - Date first seeds dispersed,NA,164,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,ERIVAG,2,P6 - Date first seeds dispersed,NA,110,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,ERIVAG,3,P6 - Date first seeds dispersed,NA,104,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,ERIVAG,4,P6 - Date first seeds dispersed,NA,142,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,ERIVAG,5,P6 - Date first seeds dispersed,NA,120,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,ERIVAG,6,P6 - Date first seeds dispersed,NA,142,NA,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,SALPUL,1,P2 - Date first leaf bud burst,NA,34,29,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,SALPUL,2,P2 - Date first leaf bud burst,NA,31,25,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,SALPUL,3,P2 - Date first leaf bud burst,NA,42,47,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,SALPUL,4,P2 - Date first leaf bud burst,NA,36,25,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,SALPUL,5,P2 - Date first leaf bud burst,NA,29,7,NA,NA,NA,NA
PS1,HER,26/07/2017,Gergana and Isla,SALPUL,6,P2 - Date first leaf bud burst,NA,51,94,NA,NA,NA,Yellow spots on leaves 
PS1,HER,26/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,NE,50.5,53.2,NA
PS1,HER,26/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,NW,42.4,44.1,NA
PS1,HER,26/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,SW,50.6,35.3,NA
PS1,HER,26/07/2017,Gergana and Isla,NA,NA,NA,NA,NA,NA,SE,53.9,44.6,NA
PS1,HER,09/08/2017,Gergana,ARCLAT,1,P2 - Date green stem/leaves growing,NA,136,NA,NA,NA,NA,Leaves yellowing
PS1,HER,09/08/2017,Gergana,ARCLAT,2,P7 - Date seeds all dispersed,409,57,NA,NA,NA,NA,Leaves yellowing
PS1,HER,09/08/2017,Gergana,ARCLAT,3,P2 - Date green stem/leaves growing,NA,115,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,ARCLAT,4,P2 - Date green stem/leaves growing,NA,93,NA,NA,NA,NA,Leaves yellowing
PS1,HER,09/08/2017,Gergana,ARCLAT,5,P2 - Date green stem/leaves growing,NA,139,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,ARCLAT,6,P2 - Date green stem/leaves growing,NA,142,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,DRYINT,1,P6 - Date seeds start dispersing,NA,13,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,DRYINT,2,P5 - Date first twisting of filaments on seed heads,NA,12,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,DRYINT,3,P6 - Date seeds start dispersing,NA,16,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,DRYINT,4,P5 - Date first twisting of filaments on seed heads,NA,8,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,DRYINT,5,P1 - Date snow free,NA,17,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,DRYINT,6,P5 - Date first twisting of filaments on seed heads,NA,17,NA,NA,NA,NA,Flower head no longer present
PS1,HER,09/08/2017,Gergana,ERIVAG,1,P7 - Date seeds all dispersed,NA,243,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,ERIVAG,2,P7 - Date seeds all dispersed,NA,157,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,ERIVAG,3,P7 - Date seeds all dispersed,NA,159,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,ERIVAG,4,P7 - Date seeds all dispersed,NA,196,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,ERIVAG,5,P7 - Date seeds all dispersed,NA,163,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,ERIVAG,6,P7 - Date seeds all dispersed,NA,166,NA,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,SALPUL,1,P5 - Date first yellowing of leaves,NA,37,21,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,SALPUL,2,P5 - Date first yellowing of leaves,NA,32,32,NA,NA,NA,Rust
PS1,HER,09/08/2017,Gergana,SALPUL,3,P5 - Date first yellowing of leaves,NA,41,37,NA,NA,NA,Herbivory 
PS1,HER,09/08/2017,Gergana,SALPUL,4,P5 - Date first yellowing of leaves,NA,36,27,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,SALPUL,5,P5 - Date first yellowing of leaves,NA,30,12,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,SALPUL,6,P5 - Date first yellowing of leaves,NA,52,95,NA,NA,NA,NA
PS1,HER,09/08/2017,Gergana,NA,NA,NA,NA,NA,NA,NE,47.4,58.5,NA
PS1,HER,09/08/2017,Gergana,NA,NA,NA,NA,NA,NA,NW,38.9,49.4,NA
PS1,HER,09/08/2017,Gergana,NA,NA,NA,NA,NA,NA,SW,42.7,48.4,NA
PS1,HER,09/08/2017,Gergana,NA,NA,NA,NA,NA,NA,SE,51.7,50.6,NA
PS1,HER,24/06/2017,Gergana and Jeff,ARCLAT,1,P2 - Date green stem/leaves growing,NA,89,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,ARCLAT,2,P2 - Date green stem/leaves growing,NA,57,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,ARCLAT,3,P2 - Date green stem/leaves growing,NA,96,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,ARCLAT,4,P2 - Date green stem/leaves growing,NA,71,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,ARCLAT,5,P2 - Date green stem/leaves growing,NA,117,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,ARCLAT,6,P2 - Date green stem/leaves growing,NA,99,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,DRYINT,1,P2 - Date first appearance of petals in flower buds,45,16,NA,NA,NA,NA,Partially open flower first day of observations
PS1,HER,24/06/2017,Gergana and Jeff,DRYINT,2,P3 - Date first open flower,42,10,NA,NA,NA,NA,Flower was open on first day of observations
PS1,HER,24/06/2017,Gergana and Jeff,DRYINT,3,P3 - Date first open flower,26,14,NA,NA,NA,NA,Flower was open on first date of obs. Leaves brown around it.
PS1,HER,24/06/2017,Gergana and Jeff,DRYINT,4,P1 - Date snow free,7,7,NA,NA,NA,NA,Unopened bud on first day of obs
PS1,HER,24/06/2017,Gergana and Jeff,DRYINT,5,P1 - Date snow free,NA,13,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,DRYINT,6,P1 - Date snow free,3,15,NA,NA,NA,NA,Tiny bud
PS1,HER,24/06/2017,Gergana and Jeff,ERIVAG,1,P5 - Date flowers fluffy,127,133,NA,NA,NA,NA,Dry w some seeds
PS1,HER,24/06/2017,Gergana and Jeff,ERIVAG,2,P5 - Date flowers fluffy,136,116,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,ERIVAG,3,P5 - Date flowers fluffy,155,106,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,ERIVAG,4,P5 - Date flowers fluffy,95,114,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,ERIVAG,5,P5 - Date flowers fluffy,117,88,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,ERIVAG,6,P5 - Date flowers fluffy,112,101,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,SALPUL,1,P2 - Date first leaf bud burst,NA,19,NA,NA,NA,NA,We forgot to measure new growth sorry
PS1,HER,24/06/2017,Gergana and Jeff,SALPUL,2,P2 - Date first leaf bud burst,NA,23,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,SALPUL,3,P2 - Date first leaf bud burst,NA,31,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,SALPUL,4,P2 - Date first leaf bud burst,NA,22,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,SALPUL,5,P2 - Date first leaf bud burst,NA,16,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,SALPUL,6,P2 - Date first leaf bud burst,NA,55,NA,NA,NA,NA,NA
PS1,HER,24/06/2017,Gergana and Jeff,NA,NA,NA,NA,NA,NA,NE,45.5,27.6,NA
PS1,HER,24/06/2017,Gergana and Jeff,NA,NA,NA,NA,NA,NA,NW,34.8,16.1,NA
PS1,HER,24/06/2017,Gergana and Jeff,NA,NA,NA,NA,NA,NA,SW,36.1,14.1,NA
PS1,HER,24/06/2017,Gergana and Jeff,NA,NA,NA,NA,NA,NA,SE,27.4,15.4,NA
PS1,HER,28/06/2017,Gergana and Will,ARCLAT,1,P2 - Date green stem/leaves growing,NA,87,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,ARCLAT,2,P3 - Date first appearance of flower buds,57,77,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,ARCLAT,3,P2 - Date green stem/leaves growing,NA,107,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,ARCLAT,4,P2 - Date green stem/leaves growing,NA,72,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,ARCLAT,5,P2 - Date green stem/leaves growing,NA,115,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,ARCLAT,6,P2 - Date green stem/leaves growing,NA,97,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,DRYINT,1,P2 - Date first appearance of petals in flower buds,NA,18,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,DRYINT,2,P3 - Date first open flower,NA,9,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,DRYINT,3,P3 - Date first open flower,NA,15,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,DRYINT,4,P2 - Date first appearance of petals in flower buds,NA,7,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,DRYINT,5,P1 - Date snow free,NA,14,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,DRYINT,6,P2 - Date first appearance of petals in flower buds,NA,13,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,ERIVAG,1,P5 - Date flowers fluffy,NA,153,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,ERIVAG,2,P5 - Date flowers fluffy,NA,109,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,ERIVAG,3,P5 - Date flowers fluffy,NA,106,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,ERIVAG,4,P5 - Date flowers fluffy,NA,119,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,ERIVAG,5,P5 - Date flowers fluffy,NA,108,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,ERIVAG,6,P5 - Date flowers fluffy,NA,75,NA,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,SALPUL,1,P2 - Date first leaf bud burst,NA,23,11,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,SALPUL,2,P2 - Date first leaf bud burst,NA,27,7,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,SALPUL,3,P2 - Date first leaf bud burst,NA,27,7,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,SALPUL,4,P2 - Date first leaf bud burst,NA,27,7,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,SALPUL,5,P2 - Date first leaf bud burst,NA,23,11,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,SALPUL,6,P2 - Date first leaf bud burst,NA,55,47,NA,NA,NA,NA
PS1,HER,28/06/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,NE,45.4,33.1,NA
PS1,HER,28/06/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,NW,30.1,21.6,NA
PS1,HER,28/06/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,SW,39.7,19.3,NA
PS1,HER,28/06/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,SE,41.8,19.9,NA
PS1,HER,02/07/2017,Gergana and Will,ARCLAT,1,P2 - Date green stem/leaves growing,NA,88,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,ARCLAT,2,P3 - Date first appearance of flower buds,117,60,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,ARCLAT,3,P2 - Date green stem/leaves growing,NA,119,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,ARCLAT,4,P2 - Date green stem/leaves growing,NA,81,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,ARCLAT,5,P2 - Date green stem/leaves growing,NA,117,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,ARCLAT,6,P2 - Date green stem/leaves growing,NA,98,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,DRYINT,1,P3 - Date first open flower,NA,11,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,DRYINT,2,P3 - Date first open flower,NA,12,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,DRYINT,3,P3 - Date first open flower,NA,20,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,DRYINT,4,P3 - Date first open flower,NA,8,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,DRYINT,5,P1 - Date snow free,NA,11,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,DRYINT,6,P2 - Date first appearance of petals in flower buds,NA,14,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,ERIVAG,1,P5 - Date flowers fluffy,NA,157,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,ERIVAG,2,P5 - Date flowers fluffy,NA,127,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,ERIVAG,3,P5 - Date flowers fluffy,NA,136,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,ERIVAG,4,P5 - Date flowers fluffy,NA,12,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,ERIVAG,5,P5 - Date flowers fluffy,NA,107,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,ERIVAG,6,P5 - Date flowers fluffy,NA,100,NA,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,SALPUL,1,P2 - Date first leaf bud burst,NA,27,10,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,SALPUL,2,P2 - Date first leaf bud burst,NA,29,16,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,SALPUL,3,P2 - Date first leaf bud burst,NA,36,37,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,SALPUL,4,P2 - Date first leaf bud burst,NA,30,19,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,SALPUL,5,P2 - Date first leaf bud burst,NA,23,16,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,SALPUL,6,P2 - Date first leaf bud burst,NA,50,55,NA,NA,NA,NA
PS1,HER,02/07/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,NE,50.4,37,NA
PS1,HER,02/07/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,NW,35.2,23.2,NA
PS1,HER,02/07/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,SW,45.5,24.5,NA
PS1,HER,02/07/2017,Gergana and Will,NA,NA,NA,NA,NA,NA,SE,37.7,25.1,NA
PS1,HER,07/07/2017,Gergana,ARCLAT,1,P2 - Date green stem/leaves growing,NA,131,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,ARCLAT,2,P3 - Date first appearance of flower buds,193,61,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,ARCLAT,3,P2 - Date green stem/leaves growing,NA,112,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,ARCLAT,4,P2 - Date green stem/leaves growing,NA,88,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,ARCLAT,5,P2 - Date green stem/leaves growing,NA,115,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,ARCLAT,6,P2 - Date green stem/leaves growing,NA,98,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,DRYINT,1,P3 - Date first open flower,NA,14,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,DRYINT,2,P4 - Date last petal shed,NA,10,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,DRYINT,3,P3 - Date first open flower,NA,20,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,DRYINT,4,P3 - Date first open flower,NA,8,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,DRYINT,5,P1 - Date snow free,NA,13,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,DRYINT,6,P3 - Date first open flower,NA,15,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,ERIVAG,1,P5 - Date flowers fluffy,NA,154,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,ERIVAG,2,P5 - Date flowers fluffy,NA,107,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,ERIVAG,3,P5 - Date flowers fluffy,NA,141,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,ERIVAG,4,P5 - Date flowers fluffy,NA,122,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,ERIVAG,5,P5 - Date flowers fluffy,NA,104,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,ERIVAG,6,P5 - Date flowers fluffy,NA,115,NA,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,SALPUL,1,P2 - Date first leaf bud burst,NA,30,18,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,SALPUL,2,P2 - Date first leaf bud burst,NA,32,23,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,SALPUL,3,P2 - Date first leaf bud burst,NA,40,33,NA,NA,NA,NA
PS1,HER,07/07/2017,Gergana,SALPUL,4,P2 - Date first leaf bud burst,NA,32,20,NA,NA,NA,NA
